code,car_models
028072-0,Jimny CANVAS 4ALL 1.3 16V
028073-9,Jimny CANVAS 4SPORT 1.3 16V
028074-7,S-CROSS 4STYLE-S ALLGRIP 1.4 TB 16V Aut.
028075-5,Jimny 4SPORT DESERT 1.3 16V
028076-3,Vitara 4STYLE ALLGRIP 1.4 TB 16V Aut.
028077-1,Jimny Sierra 4YOU ALLGRIP 1.5 16V Mec.
028078-0,Jimny Sierra 4YOU ALLGRIP 1.5 16V Aut.
028079-8,Jimny Sierra 4STYLE ALLGRIP 1.5 16V Aut.
028080-1,Jimny 4SPORT FOREST 1.3 16V
028081-0,Jimny Sierra 4SPORT ALLGRIP 1.5 16V Aut.
028082-8,Jimny Sierra 4EXPEDITION ALLGRIP 1.5 Aut
075001-8,Stark 2.3 4WD 127cv TDI Diesel 3p
002001-0,Band.Jipe Capota de Lona Diesel
002002-8,Band.Jipe Cap.de Aço Chas. Curto Diesel
002003-6,Band.Jipe Cap.de Aço Chas. Longo Diesel
002005-2,Band.Picape Chassi Curto Diesel
002006-0,Band.Picape CD 2p Chassi Longo Diesel
002008-7,Band.Picape Chassi Longo Diesel
002009-5,Camry LE
002010-9,Camry XLE 3.0 24V 186cv
002011-7,Corolla DX/ SW DX 1.6 16V
002012-5,Corolla LE 1.8
002013-3,Corolla WG
002014-1,Hilux CD 4x2 2.4 Diesel
002015-0,Hilux CD 4x4 2.8 Diesel Mec.
002016-8,Hilux CS 4x4 2.4 Diesel
002017-6,Hilux SW4 4x4 2.4 8V
002018-4,Hilux SW4 4x4 2.8 Diesel
002019-2,Hilux SW4 3.4 V6
002021-4,Paseo
002022-2,Previa LE 2.4 16V
002023-0,Supra
002024-9,Corona GLi Mec
002027-3,Corolla XLi 1.8/1.8 Flex 16V Mec.
002028-1,Corolla XEi 1.8/1.8 Flex 16V Mec.
002029-0,Corolla SE-G 1.8 16V Mec.
002030-3,Hilux 4x2 2.4 Diesel
002031-1,Hilux 4x2 2.8 Diesel
002032-0,Hilux CD DLX 4x2 2.8 Diesel
002033-8,Hilux CD DLX 4x4 2.8 Diesel
002036-2,Celica ST 1.8
002037-0,Corolla SW LE 1.8/ XLi 1.6 16V
002038-9,Avalon XLS 3.0
002039-7,Corona Mec.
002040-0,Hilux CS SR5 4x4 2.8 Diesel
002041-9,Hilux CD SR5 4x4 2.8 Diesel
002042-7,Camry SW LE 2.2 16V
002043-5,Camry SW XLE 3.0 24V
002044-3,Celica GT 2.2 16V
002045-1,Corolla LE 2.2 16V
002046-0,Corolla GLi 1.6 16V
002047-8,Hilux CS DLX 4x2 2.8 Diesel
002048-6,Hilux CS DLX 4x4 2.8 Diesel
002050-8,Band. Jipe 4x4 Sport 3.7 Diesel
002051-6,Hilux SW4 4x4 3.0 12V V6
002052-4,Hilux SW4 4x4 3.0 8V TB Diesel
002053-2,Hilux SW4 4x4 3.0 24V V6
002054-0,Land Cruiser 4WD 4.5 24V
002055-9,MR-2 Turbo 2.0
002056-7,Previa LX 2.5
002057-5,RAV4 2.0 4x4 16V Mec.
002058-3,T-100 3.4 V6
002059-1,Band.Picape CD 4p Chassi Longo Diesel
002060-5,Corolla SE-G 1.8/1.8 Flex 16V Aut.
002061-3,Corolla XEi 1.8/1.8 Flex 16V Aut.
002062-1,Corolla XLi 1.8/1.8 Flex 16V Aut.
002063-0,Corona Aut.
002064-8,Hilux SW4 2.7 16V
002066-4,RAV4 2.0 4x4 16V Aut.
002067-2,Hilux CS DX 4x2 2.7 16V 142cv
002068-0,Hilux CD DX 4x2 2.7 16V 142cv
002069-9,Hilux CD DX 4x2 3.0 8V 90cv Diesel
002070-2,Hilux CS DX 4x2 3.0 8V 90cv Diesel
002071-0,Hilux CS SRV 4x2 2.7 16V 142cv
002072-9,Hilux CD SRV 4x2 2.7 16V 142cv
002073-7,Hilux CD SRV 4x2 3.0 8V 90cv Diesel
002074-5,Hilux CS DX 4x4 3.0 8V 90cv Diesel
002075-3,Hilux CD DX 4x4 3.0 8V 90cv Diesel
002076-1,Hilux CD SR 4x4 3.0 8V 90cv Diesel
002077-0,Hilux CD SR 4x4 3.0 8V 116cv TB Diesel
002078-8,Hilux CD SRV 4x4 3.0 8V 116cv TB Diesel
002079-6,Corolla XLi 1.6 16V 110cv Mec.
002080-0,Corolla XLi 1.6 16V 110cv Aut.
002081-8,Land Cruiser Prado 3.0 4x4 TB Diesel Mec
002082-6,Land Cruiser Prado 3.0 4x4 TB Diesel Aut
002083-4,Corolla Fielder SW 1.8/1.8 XEi Flex Mec
002084-2,Corolla Fielder SW 1.8/1.8 XEi Flex Aut.
002085-0,Hilux CS D4-D 4x2 2.5 16V 102cv TB Dies.
002086-9,Hilux CS D4-D 4x4 2.5 16V 102cv TB Dies.
002087-7,Hilux CD D4-D 4x2 2.5 16V 102cv TB Dies.
002088-5,Hilux CD D4-D 4x4 2.5 16V 102cv TB Dies.
002089-3,Hilux CD SR D4-D 4x2 3.0 163cv TDI Dies.
002090-7,Hilux CD SR D4-D 4x4 3.0 TDI Dies.
002091-5,Hilux CD SRV D4-D 4x2 3.0 163cv TDI Dies
002092-3,Hilux CD SRV D4-D 4x4 3.0 TDI Dies
002093-1,Hilux CD SRV D4-D 4x4 3.0 TDI Diesel Aut
002094-0,Hilux Chassi D4-D 4x4 2.5 102cv TB Dies.
002095-8,Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec
002096-6,Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut
002097-4,RAV4 2.4 4x4 16V 170cv Aut.
002098-2,Camry XLE 3.5 24V Aut.
002099-0,Corolla S 1.8 16V 136cv Mec
002100-8,Corolla S 1.8 16V 136cv Aut
002101-6,Corolla Fielder SW S 1.8 16V 136cv Mec
002102-4,Corolla Fielder SW S 1.8 16V 136cv Aut
002103-2,Corolla Fielder SW SE-G 1.8 Flex 16V Aut
002104-0,Hilux CD SR 4x2 2.7 16V/2.7 Flex Mec.
002105-9,Hilux SW4 SRV 4x4 4.0 V6 24V Aut.
002106-7,Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.
002107-5,Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.
002108-3,Corolla GLi 1.8 Flex 16V Mec.
002109-1,Corolla GLi 1.8 Flex 16V Aut.
002110-5,Hilux CD SR 4x2 2.7 16V/2.7 Flex Aut.
002111-3,Corolla XEi 2.0 Flex 16V Aut.
002112-1,Corolla ALTIS/A.Premiu. 2.0 Flex 16V Aut
002113-0,RAV4 2.4 4x2 16V 170cv Aut.
002114-8,Hilux CD SRV 4x4 2.7 Flex 16V Aut.
002115-6,Corolla XRS 2.0 Flex 16V Aut.
002116-4,Hilux CD SR D4-D 4x4 3.0 TDI Dies Aut.
002117-2,Hilux CS D4-D 4x4 3.0 TDI Dies. Mec.
002118-0,Hilux Chassi D4-D 4x4 3.0 TDI Dies. Mec.
002119-9,Hilux CD D4-D 4x4 3.0 TDI Dies. Mec.
002120-2,Hilux SW4 SR D4-D 4x4 3.0 TDI Dies. Aut
002121-0,ETIOS 1.3 Flex 16V 5p Mec.
002122-9,ETIOS X 1.3 Flex 16V 5p Mec.
002123-7,ETIOS XS 1.3 Flex 16V 5p Mec.
002124-5,ETIOS XLS 1.5 Flex 16V 5p Mec.
002125-3,ETIOS X Sedan 1.5 Flex 16V 4p Mec.
002126-1,ETIOS XS Sedan1.5 Flex 16V 4p Mec.
002127-0,ETIOS XLS Sedan 1.5 Flex 16V 4p Mec.
002128-8,Hilux CD 4x4 2.7 16V Flex Mec.
002129-6,PRIUS 1.8 16V 5p Aut. (Híbrido)
002130-0,RAV4 2.0 4x2 16V Aut.
002131-8,RAV4 2.5 4x4 16V Aut.
002132-6,ETIOS XS 1.5 Flex 16V 5p Mec.
002133-4,ETIOS CROSS 1.5 Flex 16V 5p Mec.
002134-2,ETIOS PLATINUM 1.5 Flex 16V 5p Mec.
002135-0,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Mec.
002136-9,Hilux CD SRV 4x2 2.7 Flex 16V Aut.
002137-7,Hilux CD Limited 4x4 3.0 TDI Diesel Aut.
002138-5,RAV4 2.0 HIGH 4x2 16V Aut.
002139-3,Corolla GLi Upper 1.8 Flex 16V Aut.
002140-7,RAV4 2.0 TOP 4x2 16V Aut.
002141-5,Hilux CD SRX 4x4 2.8 TDI 16V Diesel Aut.
002142-3,Hilux CD SR 4x4 2.8 TDI Diesel Aut.
002143-1,Hilux CD SRV 4x4 2.8 TDI Diesel Aut.
002144-0,Hilux CS 4x4 2.8 TDI Diesel Mec.
002145-8,Hilux Chassi 4x4 2.8 TDI Diesel Mec.
002146-6,Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.
002147-4,Hilux SW4 SRX 4x4 4.0 V6 24V Aut.
002148-2,ETIOS CROSS 1.5 Flex 16V 5p Aut.
002149-0,ETIOS XLS Sedan 1.5 Flex 16V 4p Aut.
002150-4,ETIOS XLS 1.5 Flex 5p Aut.
002151-2,ETIOS XS Sedan 1.5 Flex 16V 4p Aut.
002152-0,ETIOS XS 1.5 Flex 16V 5p Aut.
002153-9,ETIOS X Sedan 1.5 Flex 16V 4p Aut.
002154-7,ETIOS X 1.3 Flex 16V 5p Aut.
002155-5,Corolla GLi Upper Black P. 1.8 Flex Aut.
002156-3,ETIOS PLATINUM 1.5 Flex 16V 4p Aut.
002157-1,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Aut.
002158-0,Corolla Dynamic 2.0 Flex 16V Aut.
002159-8,ETIOS READY! 1.5 Flex 16V 5p Aut.
002160-1,Hilux SW4 SRV 4x2 2.7 Flex 16V Aut.
002161-0,Hilux CD SR CHALL. 4x4 2.8 TDI Dies Aut.
002162-8,ETIOS X Plus 1.5 Flex 16V 5p Aut.
002163-6,ETIOS X Plus 1.5 Flex 16V 5p Mec.
002164-4,ETIOS X Plus Sedan 1.5 Flex 16V 4p Aut.
002165-2,ETIOS X Plus Sedan 1.5 Flex 16V 4p Mec.
002166-0,Hilux SW4 SRX Diamo. 4x4 2.8 TB Die Aut.
002167-9,YARIS XL Sedan 1.5 Flex 16V 4p Mec.
002168-7,YARIS XL Sedan 1.5 Flex 16V 4p Aut.
002169-5,YARIS XS Sedan 1.5 Flex 16V 4p Aut.
002170-9,YARIS XLS Sedan 1.5 Flex 16V 4p Aut.
002171-7,YARIS XL 1.3 Flex 16V 5p Mec.
002172-5,YARIS XL 1.3 Flex 16V 5p Aut.
002173-3,YARIS XS 1.5 Flex 16V 5p Aut.
002174-1,YARIS XLS 1.5 Flex 16V 5p Aut.
002175-0,YARIS XL Plus Tech 1.3 Flex 16V Aut.
002176-8,YARIS XL Plus T. Sed. 1.5 Flex 16V Aut.
002177-6,Hilux CD GR-S 4x4 2.8 TDI Dies. Aut.
002178-4,YARIS X-WAY 1.5 Flex 16V 5p Aut.
002179-2,RAV4 2.5 S 4x4 Aut. (Híbrido)
002180-6,RAV4 2.5 SX 4x4 Aut. (Híbrido)
002181-4,Corolla GLi 2.0 16V Flex Aut.
002182-2,Corolla Altis 1.8 16V Aut. (Híbrido)
002183-0,Corolla Altis Prem. 1.8 Aut. (Híbrido)
002184-9,YARIS XL Live 1.3 Flex 16V 5p Aut.
002185-7,YARIS XL Live 1.3 Flex 16V 5p Mec.
002186-5,YARIS XL Live Sedan 1.5 Flex 16V 4p Aut.
002187-3,YARIS XL Live Sedan 1.5 Flex 16V 4p Mec.
002188-1,YARIS XL Plus Con. 1.5 Flex 16V 5p Aut.
002189-0,YARIS XL Plus Con. Sed. 1.5 Flex 16V Aut
002190-3,YARIS XS Connect 1.5 Flex 16V 5p Aut.
002191-1,YARIS XS Connect Sedan 1.5 Flex 16V Aut.
002192-0,YARIS X-WAY Connect 1.5 Flex 16V 5p Aut.
002193-8,YARIS XLS Connect 1.5 Flex 16V 5p Aut.
002194-6,YARIS XLS Connect Sed. 1.5 Flex 16V Aut.
002195-4,Hilux CD GR-S 4x4 4.0 V6 234cv Aut.
002196-2,RAV4 2.5 SX Connect 4x4 Aut. (Híbrido)
002197-0,RAV4 2.5 S Connect 4x4 Aut. (Híbrido)
002198-9,YARIS S 1.5 Flex 16V 5p Aut.
002199-7,Corolla GR-Sport 2.0 Flex 16V Aut.
002200-4,Corolla Cross XRV 1.8 16V Aut. (Híbrido)
002201-2,Corolla Cross XR 2.0 16V Flex Aut.
002202-0,Corolla Cross SE 1.8 16V Aut. (Híbrido)
002203-9,Corolla Cross XRE 2.0 16V Flex Aut.
002204-7,Corolla Cross XRX 1.8 16V Aut. (Híbrido)
002205-5,Hilux SW4 Diamond 2.8 TB 4x4 Die. Aut.
002206-3,Hilux SW4 GRS 2.8 TB 4x4 Diesel Aut.
002207-1,YARIS XL 1.5 Flex 16V 5p Aut.
002208-0,Corolla Cross GR-S 2.0 16V Flex Aut.
002209-8,Camry XLE 2.5 16V Aut. (Híbrido)
002210-1,Hilux CD SRX Limited 4x4 2.8 TDI Die.Aut
002211-0,Hilux CD Conquest 4x4 2.8 Die.Aut
002212-8,Corolla GR Core 1.6 Turbo 4x4 Mec
002213-6,Corolla GR Circuit 1.6 Turbo 4x4 Mec
056001-4,RF Esport 4x4 2.0
056002-2,RF Esport T-4 4x4 2.0 Cap. Lona
056003-0,RF Esport T-4 4x4 2.0 Cap. Rígida
056004-9,T-4 4x4 2.8 TB Int. Cap. Lona Diesel
056005-7,T-4 4x4 2.8 TB Int. Cap. Rígida Diesel
056006-5,T-4 4x4 3.0 TB Int. Cap. Lona Diesel
056007-3,T-4 4x4 3.0 TB Int. Cap. Rígida Diesel
056008-1,PANTANAL 3.0 TDI Elet. 4x2 CS Diesel
056009-0,PANTANAL 3.0 TDI Elet. 4x4 CS Diesel
056010-3,T-4 DESERT STORM 4x4 3.0 TB Int Diesel
056011-1,T-4 4x4 3.2 TGV tdi Cap. Rígida Diesel
056012-0,T-4 4x4 3.2 20V Tdi Cap. Rígida Diesel
056013-8,T-4 BOLD 4x4 3.2 Tdi Cap. Rígida Diesel
056014-6,T-4 TRAIL 4x4 3.2 Tdi Cap. Ríg. Diesel
056015-4,T-4 TX4 4x4 3.2 20V Cap.Ríg Diesel Aut.
056016-2,T-4 4x4 3.2 Tdi Cap.Rígida Die. Aut.
056017-0,T-4 TX4 4x4 3.2 20V Cap. Rígido Diesel
056018-9,T-4 Connect 4x4 3.2 Tdi Cap.Rig.Die.Aut.
056019-7,T-4 TX4 Connect 4x4 3.2 Cap.Ríg.Die.Aut.
056020-0,T-4 TX4 Connect 4x4 3.2 Cap.Ríg.Die.Mec.
056021-9,T-4 Connect 4x4 3.2 Tdi Cap.Rig. Diesel
005001-6,Gol 1000 Mi 2p / 1000i
005002-4,Gol 1000 Mi 16V/ Ouro 2p
005004-0,Gol 1000 Mi Plus 16V 2p e 4p
005005-9,Gol CL 1.6 Mi 2p e 4p
005006-7,Gol CL 1.8 Mi 2p e 4p
005007-5,Gol GL 1.8 Mi 2p e 4p
005008-3,Parati 1000 Mi 16V 2p e 4p
005009-1,Parati C 1.6/ CL 1.6 Mi 2p e 4p
005010-5,Parati CL 1.8 Mi 2p e 4p
005011-3,Parati GL 1.8 Mi/ Club 1.8 Mi 2p e 4p
005012-1,Parati GLS 2.0 Mi 2/4p
005013-0,Polo Classic/ Special 1.8 Mi
005014-8,Quantum 1.8 Mi/ 1.8i
005015-6,Quantum 2.0 Mi
005016-4,Quantum Exclusive 2.0 Mi
005017-2,Santana 1.8 Mi
005018-0,Santana 2.0 Mi 2p e 4p
005019-9,Santana Exclusiv 2.0 Mi/ Executivo 2.0i
005020-2,Saveiro CL 1.6 Mi / CL/ C 1.6
005021-0,Saveiro CL/ Summer 1.8 Mi e 1.8
005022-9,Kombi Pick-Up
005023-7,Kombi Furgão
005024-5,Kombi Standard/ Luxo/ Série Prata
005025-3,Apolo GL 1.8
005026-1,Apolo GLS/ Vip 1.8
005027-0,Fusca
005028-8,Gol 1000 (modelo antigo)
005029-6,Gol 1000i Plus 2p
005030-0,Gol 1000 Mi Plus 8v 2p e 4p
005031-8,Gol Furgao 1.0 mi
005032-6,Gol CLi / CL/ Copa/ Stones 1.6
005033-4,Gol CLi / CL 1.8
005034-2,Gol GL 1.6 Mi/Star 1.6 e 1.8/Atlanta 1.6
005035-0,Gol GLi / GL/ Atlanta 1.8
005036-9,Gol GT/GTS 1.8
005037-7,Gol TSi 1.8/ 1.8Mi
005038-5,Gol TSi 2000 2p e 4p
005040-7,Gol GTi 2.0
005041-5,Gol GTi 2000 16V
005042-3,Logus 1.6 / CLi / CL/ GL
005043-1,Logus 1.8 / CLi / CL
005044-0,Logus GLi / GL 1.8
005045-8,Logus GLS 1.8
005046-6,Logus GLSi / GLS 2000
005047-4,Logus Wolfsburg Edition 2000i
005048-2,Parati CLi / CL/ Atlanta 1.6
005049-0,Parati CLi / CL/ Atlanta 1.8
005050-4,Parati GL 1.6 Mi/ 1.6/ GLS/ Club 1.6
005051-2,Parati GLi / GL 1.8
005052-0,Parati GLSi 2.0 / GLS/ Surf 1.8
005053-9,Parati GTi 2.0 Mi 16V
005054-7,Passat Pointer GTS
005055-5,Pointer 1.8 / CLi
005056-3,Pointer GLi 1.8
005057-1,Pointer GLi 2.0
005058-0,Pointer GTi 2.0
005059-8,Quantum CLi / CL / C/ CS/ CD/ CG 1.8/2.0
005060-1,Quantum GLi / GL 1.8/ 2.0
005061-0,Quantum GLSi / GLS 1.8/Sport/ Family 2.0
005062-8,Santana CLi /CL /C 1.8/2.0 /SU 2.0 2p/4p
005063-6,Santana GLi / GL/ Sport 1.8/ 2.0
005064-4,Santana GLSi / GLS 1.8/ 2.0
005065-2,Saveiro GL 1.8Mi e 1.6/GL/LS/S/ Sunset
005066-0,VOYAGE C/CL/Fox 1.6
005067-9,VOYAGE CL 1.8
005068-7,VOYAGE GL/ Special 1.6/ 1.8
005069-5,VOYAGE GL 1.8 4p (Argentino)
005070-9,VOYAGE L/LS/Plus/GLS/S/Sport/Super L.Ang
005071-7,Golf GL 1.8/ 2.0i 4p
005072-5,Golf GLX 2.0 4p
005073-3,Golf GTi 2.0
005074-1,Passat 2.0
005075-0,Passat Variant 2.0
005076-8,Passat Variant VR6 2.8
005077-6,Passat VR6 2.8
005078-4,Gol 1.6 Mi/ 1.6i 2p
005079-2,Gol Special/ Special Xtreme 1.0 Mi 2p
005080-6,Gol GLS 2.0 Mi
005081-4,Kombi Carat
005083-0,Caravelle 2.4 Diesel
005084-9,Eurovan 2.4 Diesel
005085-7,Golf 1.6Mi/ 1.6Mi Gener./Black & Silver
005087-3,Golf GTI 1.8 Turbo
005088-1,Passat 1.8 Mec.
005089-0,Passat Variant 1.8 Mec.
005090-3,Passat Turbo 1.8 Mec.
005091-1,Passat Variant Turbo 1.8
005092-0,Passat 2.8 V6 Mec.
005093-8,Passat Variant 2.8 V6
005094-6,Saveiro 1.6 Mi/ 1.6 Mi Total Flex 8V
005095-4,Saveiro TSi 2.0 Mi
005096-2,Van 1.6 Mi (furgão)
005097-0,Quantum Evidence 2.0 Mi
005098-9,Santana Evidenc 2.0 MI
005099-7,Golf GTI VR6/ Golf 2.8 VR6
005100-4,Parati Plus/ LS/ S
005101-2,Passat L/LS/LSe/GL/GLS/TS/Fla/Vill/Plus
005102-0,Santana CS/CD/CG
005103-9,Gol L 1.3/ L/ LS/ C/ S/ BX/ Plus 1.6
005104-7,Gol 1.8 Mi
005105-5,Gol 2.0 Mi 2p
005106-3,Golf 2.0/ 2.0 Mi Flex Comfortline/ Sport
005107-1,Golf GTi 1.8 Mi 20V 2p Turbo Mec.
005108-0,Parati 1.6 Mi/ 1.6 Mi City
005109-8,Parati 1.8 Mi/ 1.8 Mi Plus
005110-1,Parati 2.0 Mi/ 2.0 Mi Track & Field
005111-0,New Beetle 2.0 Mi Mec./Aut.
005112-8,Passat 2.8 V6 Tiptronic
005113-6,Passat 1.8 Tiptronic
005114-4,Passat Variant 2.8 V6 Tiptronic
005115-2,Passat Variant Turbo 1.8 Tiptronic
005117-9,Corrado G-60 2.8
005118-7,Corrado 2.0 Turbo
005119-5,Gol Furgão 1.6 Mi/ 1.6i/ 1.6
005120-9,Golf GTi Cabrio 2.0 Mi
005121-7,JETTA GLX III 2.8 VR6
005122-5,Saveiro Diesel (todas)
005124-1,Gol 1.6 Mi/ Power 1.6 Mi 4p
005125-0,Gol 1.8 Mi 4p
005126-8,Gol 1000 Mi 16V/ Ouro 4p
005127-6,Gol 1000 Mi 4p
005128-4,Gol 2.0 Mi 4p
005129-2,Golf 2.0/ 2.0 Mi Flex Aut/Tiptronic.
005130-6,Golf 2.0/ 2.0 Mi Flex Comfortline Aut.
005131-4,Golf GTi 1.8 Mi 20V Turbo 2p Aut.
005132-2,Passat 1.8 Aut.
005134-9,Passat Turbo 1.8 Tiptronic
005135-7,Passat Variant 1.8 Aut.
005136-5,Kombi Lotação 1.6 MPi
005137-3,Kombi Escolar 1.6 MPi
005138-1,Kombi Furgão Diesel
005139-0,Kombi Pick-Up Diesel
005140-3,Saveiro 2.0 Mi
005141-1,Golf 2.0/2.0 T. Flex Mec.(Black & Silv)
005142-0,Saveiro 1.8 Mi
005144-6,Gol 1000 Mi 16V 2p Turbo
005145-4,Parati 1000 Mi 16V 4p Turbo
005146-2,Gol 1000 Mi 16V 4p Turbo
005147-0,Gol 1.0 Plus 16v 4p
005148-9,Gol 1.0 Plus 16v 2p
005149-7,Gol 1.0 Plus 8v 4p
005150-0,Gol 1.0 Plus 8v 2p
005151-9,Parati 1.0 Mi Plus 16v 4p
005152-7,Parati 1.0 Mi Summer 16v 4p
005153-5,Bora 2.0/ 2.0 Flex 8v Mec.
005154-3,Bora 2.0/ 2.0 Flex 8v Aut.
005155-1,Bora 2.0 8v Comfortline Mec.
005156-0,Bora 2.0 8v Comfortline Aut.
005157-8,Golf GTi 1.8 Mi 20V Turbo 4p Mec.
005158-6,Golf GTi 1.8 Mi 20V Turbo 4p Aut.
005159-4,Gol 1.0 Mi FUN/ Highway/ Sport 16V 2/4p
005160-8,Parati 1.0 Mi FUN/ SunSet 16V 4p
005161-6,Saveiro FUN 1.8 99cv/ City e S.Surf 1.6
005162-4,Gol 1.0 Power 16v 76cv 4p
005163-2,Gol 1.0 Trend/ Power 8V 2p
005164-0,Gol 1.0 Trend/ Power 8V 4p
005165-9,Parati 1.0 Mi Tour 16V 76cv 4p
005166-7,Parati 1.8 Mi Tour 8V 99cv 4p
005167-5,Parati 2.0 Mi Tour 8V 112cv 4p
005168-3,Grand Saveiro Xtreme/Street 1.6/1.8/2.0
005169-1,Parati Utility 1.8 8V/ 1.0 Turbo 16V
005170-5,Golf GTi 1.8 Mi 180/193cv Turbo 4p Tip.
005171-3,Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.
005172-1,Polo 1.6 Mi/ S.Ouro 1.6Mi 101cv 8V 5p
005173-0,Polo 2.0 Mi 116cv 8V 5p
005174-8,Polo 1.0 Mi 79cv 16V 5p
005177-2,Polo Classic 1.0 Mi 16v 65cv 4p
005178-0,Gol Special 1.6 Mi 8V 99cv 2p
005179-9,Gol City 1.0 Mi 8V 2p
005180-2,Gol City 1.0 Mi 8V 4p
005181-0,Gol City 1.6 Mi 8V 2p
005182-9,Gol City 1.6 Mi 8V 4p
005183-7,Parati Evidence 1.8 8V/ 1.0 16V TB 4p
005184-5,Passat 2.8 V6 Protect Tiptronic
005185-3,Polo Sedan 1.6 Mi 101cv 8V 4p
005186-1,Polo Sed./Sed. COMF. 2.0/2.0 Flex 8V 4p
005187-0,Golf 1.6 Mi Trip/ Sport 101cv 8V
005188-8,Parati CROSSOVER 2.0 8V/ 1.0 16V TB 4p
005189-6,Gol Special 1.0 Mi 4p
005190-0,Gol 1.6 Mi Power Total Flex 8V 4p
005191-8,Polo Next 1.6 Mi 101cv 8V 5p
005192-6,Parati 1.6Mi/1.6Mi City/T.Field T.Flex
005193-4,Saveiro 1.6 Mi/ 1.6Mi City Total Flex 8V
005194-2,Saveiro Super Surf 1.6 Mi Total Flex 8V
005195-0,Gol City (Trend) 1.6 Mi T.Flex 8V 4p
005196-9,Gol 1.6 Mi Plus Total Flex 8V 4p
005197-7,Gol 1.6 Mi Plus Total Flex 8V 2p
005198-5,Fox City 1.0Mi/ 1.0Mi Total Flex 8V 3p
005199-3,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 3p
005200-0,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 3p
005201-9,Fox Sportline/Sports 1.0/1.0 Tot.Flex 3p
005202-7,Fox Sportline/Sports 1.6/1.6 Tot.Flex 3p
005203-5,Saveiro Super Surf 1.8 Mi 8V 99cv
005204-3,TOUAREG 4.2 32V V8 Tiptronic 5p
005205-1,Fox City 1.0 Mi/ 1.0Mi Total Flex 8V 5p
005206-0,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 4p
005207-8,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 4p
005208-6,Fox Sportline/Sports 1.6/1.6 Tot.Flex 4p
005209-4,Golf 1.8 Mi Sport 150cv Turbo Mec/Aut.
005210-8,Gol 1.6 Mi Rallye Total Flex 8V 4p
005211-6,Parati 1.6 Mi Plus Total Flex 8V 4p
005212-4,Fox Sportline/Sports 1.0 Tot.Flex 8V 4p
005213-2,Polo 1.6 Mi/S.Ouro 1.6 Mi Tot.Flex 8V 5p
005214-0,Polo Sedan 1.6 Mi Total Flex 8V 4p
005215-9,Saveiro CROSSOVER 1.8 Mi 8V
005216-7,Gol 1.8 Mi Power Total Flex 8V 4p
005217-5,Gol 1.8 Mi Rallye Total Flex 8V 4p
005218-3,Parati 1.8 Mi City Total Flex 8V 4p
005219-1,Parati 1.8 Mi Plus Total Flex 8V 4p
005220-5,Parati 1.8 Mi T. Field Total Flex 8V 4p
005221-3,Parati 1.8 Mi CROSSOVER Total Flex 8V 4p
005222-1,Saveiro City 1.8 Mi Total Flex 8V
005223-0,Saveiro Super Surf 1.8 Mi Total Flex 8V
005224-8,Saveiro CROSSOVER 1.8 Mi Total Flex 8V
005225-6,CROSSFOX 1.6 Mi Total Flex 8V 5p
005226-4,Polo Sedan Evidence 1.6 Mi T.Flex 8v 4p
005227-2,Gol City (Trend) 1.0 Mi Total Flex 8V 2p
005228-0,Gol City (Trend)/Titan 1.0 T. Flex 8V 4p
005229-9,Gol City (Trend) 1.6 Mi T. Flex 8V 2p
005230-2,Gol Plus 1.0 Mi Total Flex 2p
005231-0,Gol Plus 1.0 Mi Total Flex 4p
005232-9,Parati COMFORTLINE 1.8 Mi Tot.Flex 8V 4p
005233-7,Saveiro SPORTLINE 1.8 Mi Total Flex 8V
005234-5,Passat 2.0 FSI Tiptronic
005235-3,TOUAREG 3.2 24V V6 Tiptronic 5p
005236-1,Golf Flash 1.6 Mi/1.6 Mi Tot. Flex 8V 4p
005237-0,Passat Variant 2.0 FSI 150cv Tiptron.5p
005238-8,Kombi Standard 1.4 Mi Total Flex 8V
005239-6,Kombi Furgão 1.4 Mi Total Flex 8V
005240-0,Kombi Lotação 1.4 Mi Total Flex 8V
005241-8,Kombi Escolar/50 anos 1.4 Mi Total Flex
005242-6,Parati COMFORTLINE 1.6 Mi Tot.Flex 8V 4p
005243-4,Gol COPA 1.0 Mi Total Flex 8V 4p
005244-2,Gol COPA 1.6 Mi Total Flex 8V 4p
005245-0,Santana COMFORTLINE 1.8 Mi 8V 4p
005246-9,Saveiro CROSSOVER 1.6 Mi Total Flex 8V
005247-7,Saveiro SPORTLINE 1.6 Mi Total Flex 8V
005248-5,Polo Sed. COMFORT. 1.6 Mi Tot. Flex 8v
005249-3,Polo SPORTLINE 1.6 Mi Total Flex 8V 5p
005250-7,SPACEFOX COMFORTLINE 1.6 Mi T.Flex 8V 5p
